Issue Type,Summary,Epic Name,Epic Link,Story ID,Description,Labels,Fix Version/s
Story,AI12.2 — Slot-filling + constraint extraction,,ESA-AI12,AI12.2,"Acceptance Criteria:
- user-provided values (e.g., RFQ name “Rotar Blades”) must be captured and
- appear in the draft payload; missing required fields trigger a clarification question.","ai,ai12,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI12.3 — Multi-step plan execution (tool chaining),,ESA-AI12,AI12.3,"Acceptance Criteria:
- Copilot can plan + call multiple tools in order; stops when it needs
- confirmation/approval; logs plan + tool sequence for audits.","ai,ai12,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,"AI12.4 — Multi-intent handling (e.g., “Draft RFQ and suggest suppliers and forecast",,ESA-AI12,AI12.4,"demand”)

Acceptance Criteria:
- breaks into ordered steps; produces combined output; never drops sub-requests
- silently.","ai,ai12,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,"[AI13] Clarification, Disambiguation, Safety & “User Guide Mode”",ESA-AI13,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI13.1 — Entity disambiguation (Entity Picker),,ESA-AI13,AI13.1,"Acceptance Criteria:
- if multiple matches for supplier/item/PO/RFQ, show options and ask user to pick; no
- random selection.","ai,ai13,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI13.2 — “Need more info” prompts with smart defaults,,ESA-AI13,AI13.2,"Acceptance Criteria:
- asks only for missing fields; suggests defaults from workspace settings where safe;
- remembers within thread.","ai,ai13,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI13.3 — Risky action confirmation,,ESA-AI13,AI13.3,"Acceptance Criteria:
- publish/send/award/post/pay always requires explicit confirmation + preview;
- includes “what will happen” summary.","ai,ai13,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI13.4 — Guided resolution fallback (User Guide),,ESA-AI13,AI13.4,"Acceptance Criteria:
- if Copilot can’t complete an action, it must provide step-by-step guidance + deep
- link to the exact screen/action.","ai,ai13,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI15] Policy & Approval Intelligence (preflight checks + routing),ESA-AI15,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI15.1 — Policy check tool (“can I do this?”),,ESA-AI15,AI15.1,"Acceptance Criteria:
- before sensitive steps, Copilot runs policy checks (limits/roles/thresholds/approvals
- required) and explains outcome.","ai,ai15,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI15.2 — Approval request initiation from Copilot,,ESA-AI15,AI15.2,"Acceptance Criteria:
- Copilot can draft an approval request (who/why/what changes), and route it to the
- right approver(s).","ai,ai15,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI15.3 — Approval status tracking in chat,,ESA-AI15,AI15.3,"Acceptance Criteria:
- Copilot can tell who is pending and what’s blocking; integrates with “attention
- indicator” concept already in AI1.","ai,ai15,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI15.4 — Approvals inbox + approve/reject workflow (UI + API),,ESA-AI15,AI15.4,"Acceptance Criteria:
- Approvers have an inbox (filters: pending/approved/rejected; by type/date/requestor).
- Approver can approve/reject with comments; action is audit-logged.
- Copilot can deep-link an approver to the exact approval item.","ai,ai15,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI-OPS] LLM Provider & Prompt Governance (Ops/Admin),ESA-AI-OPS,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI-OPS1 — LLM provider configuration (OpenAI) + model routing by plan,,ESA-AI-OPS,AI-OPS1,"Server-side configuration only (no key exposure), environment/tenant feature gating, fallback
model.","ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-OPS2 — Prompt/instruction registry (versioned) + safe rollout,,ESA-AI-OPS,AI-OPS2,Store system prompts/tool-router prompts as versioned artifacts; allow staged rollout + rollback.,"ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-OPS3 — Cost + token visibility per tenant/thread,,ESA-AI-OPS,AI-OPS3,"Extend AI usage analytics so ops can attribute usage/cost by tenant, feature, tool, time (beyond
just “requests/latency/failures”). V18 has usage metrics, but not explicit “provider/prompt
governance.”","ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-OPS4 — Imperative → Action routing rules,,ESA-AI-OPS,AI-OPS4,"Acceptance Criteria:
- Copilot must prefer action intent over search intent unless the user explicitly says “find/show/list”.","ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-OPS5 — Name/constraints must be echoed back before draft save,,ESA-AI-OPS,AI-OPS5,"Acceptance Criteria:
- in a “Draft summary” before saving; if missing, it must ask only for missing fields.","ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-OPS6 — Tool success-rate + latency dashboard,,ESA-AI-OPS,AI-OPS6,"Acceptance Criteria:
- by tenant/date.","ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-OPS7 — Top “misroutes” report,,ESA-AI-OPS,AI-OPS7,"Acceptance Criteria:
- search), with counts and links to conversations.","ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-OPS8 — Usage dashboard,,ESA-OPS,AI-OPS8,"As a super admin, I can view AI usage by tenant, feature, and time.","ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-OPS9 — Quota enforcement visibility,,ESA-OPS,AI-OPS9,"As a super admin, I can see when a tenant hit limits and why.","ai,ai-ops2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI-UX] Copilot Action Reliability Feedback (User-facing),ESA-AI-UX,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI-UX1 — Intent preview before executing tools,,ESA-AI-UX,AI-UX1,"Copilot shows: “I’m going to draft a new RFQ” vs “I’m going to search draft RFQs” and the user
confirms if ambiguous.","ai,ai-ux2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-UX2 — Tool failure “why + fix” card,,ESA-AI-UX,AI-UX2,"When a tool returns “no matches,” Copilot explains what it tried and offers next buttons: “Create
new RFQ” / “Search drafts” / “Filter by status”.","ai,ai-ux2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-UX3 — Field-echo validation in draft cards,,ESA-AI-UX,AI-UX3,"Any user-provided entity (like RFQ name “Rotar Blades”) must be echoed back in the draft
preview header + key fields to prevent silent omission.","ai,ai-ux2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-UX4 — “What happened” + Retry + Deep-link,,ESA-AI-UX,AI-UX4,"Acceptance Criteria:
- button, and a deep link to do it manually (aligns with Guided Resolution).","ai,ai-ux2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-UX5 — Partial completion guarantee,,ESA-AI-UX,AI-UX5,"Acceptance Criteria:
- and clearly state what succeeded vs failed.","ai,ai-ux2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-UX6 — Navigation tool (deep links),,ESA-AI-UX,AI-UX6,"Acceptance Criteria:
- Copilot can open the correct page (e.g., “Go to PO #PO-102”) and/or provide a link
- target for UI.","ai,ai-ux2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-UX7 — Next best action recommendations,,ESA-AI-UX,AI-UX7,"Acceptance Criteria:
- suggests actionable next steps based on status (RFQ awaiting quotes, PO awaiting
- ack, invoice mismatch, etc.); respects permissions.","ai,ai-ux2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-UX8 — Workspace snapshot summary tool (procurement/finance overview),,ESA-AI-UX,AI-UX8,"Acceptance Criteria:
- one call returns a compact summary: counts by status + most urgent items; used in
- daily ops questions.","ai,ai-ux2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AN-ADV] Advanced Analytics & Reports,ESA-AN-ADV,,,Buyer reports (Forecast-focused),"analytics,phase-1-core-procurement",Phase 1 - Core Procurement
Story,AN-ADV1 — Inventory AI Forecast Report (Buyer),,ESA-AN-ADV,AN-ADV1,"As a buyer, I can view a forecast report per item/category/location with charts + tables.
Filters: date range, part/category, location, supplier, RFQ/PO status.
Outputs: actual vs forecast line chart, forecast horizon selector, confidence band (if
available).","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV2 — Forecast metrics table,,ESA-AN-ADV,AN-ADV2,"As a buyer, I can see MAPE/MAE, bias, reorder point, safety stock, and recommended
order quantities in a sortable table.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV3 — Drilldowns from forecast → underlying data,,ESA-AN-ADV,AN-ADV3,"As a buyer, I can drill down from a forecast point to the supporting history
(consumption/GRNs/POs/RFQs).","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV4 — Saved views & sharing,,ESA-AN-ADV,AN-ADV4,"As a buyer, I can save report filters as “views” and quickly switch between them.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV5 — Export forecast report,,ESA-AN-ADV,AN-ADV5,"As a buyer, I can export charts/tables to PDF/CSV and find them in Download Center.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV6 — AI narrative insights for the report,,ESA-AN-ADV,AN-ADV6,"As a buyer, I get an AI-generated summary (key drivers, anomalies, risks, recommended
actions) based on the filtered report.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV7 — Supplier Performance Report (Supplier + Buyer view),,ESA-AN-ADV,AN-ADV7,"As a supplier, I can see my delivery performance, lead-time variability, quality issues,
price trends, and risk score over time.
As a buyer, I can compare suppliers (if permission allows).","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV8 — Supplier performance filters,,ESA-AN-ADV,AN-ADV8,"As a user, I can filter by date range, product lines/categories, locations, PO status, and
buyer (supplier-side if applicable).","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV9 — AI performance coaching summary,,ESA-AN-ADV,AN-ADV9,"As a supplier, I receive AI insights: what improved, what deteriorated, and actionable
recommendations.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV10 — Analytics API contracts + caching,,ESA-AN-ADV,AN-ADV10,"As the system, analytics endpoints support pagination, caching, and consistent schemas
for charts/tables.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV11 — Analytics permissions + plan gating (detailed),,ESA-AN-ADV,AN-ADV11,"As the system, forecast analytics and supplier analytics are gated by role + plan, and
never leak cross-tenant data.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV12 — Analytics dashboard (KPI cards),,ESA-AN-ADV,AN-ADV12,"As a user, I can view KPIs like Open RFQs, Quotes received (30d), Spend (30d), On-time
receipts %, etc.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV13 — Analytics charts,,ESA-AN-ADV,AN-ADV13,"As a user, I can view charts (RFQs over time, spend by supplier, on-time vs late receipts).","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Story,AN-ADV14 — Analytics plan gating,,ESA-AN-ADV,AN-ADV14,"As the system, I hide/disable analytics when the plan doesn’t allow it.","an-adv,analytics,phase-1-core-procurement,story",Phase 1 - Core Procurement
Epic,[PAY] Payments & Settlement,ESA-PAY,,,,"finance,phase-3-procure-to-pay-expansion",Phase 3 - Procure-to-Pay Expansion
Story,PAY1 — Record payment against invoice(s) (partial + multi-invoice),,ESA-PAY,PAY1,"User can create a payment and allocate it to one or multiple invoices.
Supports partial payments and shows remaining balance per invoice.
Payment totals must equal allocated total (cannot over-allocate).
Payment is saved with status, method, reference, and date.
Allocation updates invoice payment status (e.g., Unpaid → Partially Paid → Paid).","finance,pay,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,PAY2 — Payment approval/void/refund states,,ESA-PAY,PAY2,"Payment can be submitted for approval (if required) and only approved users can
approve.
Payment status transitions are enforced: Draft → Pending Approval →
Approved/Rejected.
Approved payments can be voided with a reason (audit logged).
Refund can be recorded against an approved payment with amount + reason.
All transitions create an audit trail (who/when/what changed).","finance,pay,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,PAY3 — Remittance advice + supplier notification,,ESA-PAY,PAY3,"System can generate remittance advice (PDF/email content) for a payment.
Remittance includes supplier, payment reference, date, total amount, and covered
invoice list.
User can send remittance to supplier via configured email channel.
Send action logs delivery status (sent/failed) and stores a copy/record.
Resending is supported and logged (version/timestamp).","finance,pay,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,PAY4 — Payment reconciliation report,,ESA-PAY,PAY4,"User can filter report by date range, supplier, method, status, currency.
Report shows payments + allocations, and totals grouped by supplier and/or date.
Export available (CSV at minimum).
Reconciliation highlights anomalies: unallocated payments, over-allocations,
voided/refunded entries.
Totals match underlying payment + allocation records.","finance,pay,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Epic,[MD] Master Data Management,ESA-MD,,,,"master-data,phase-3-procure-to-pay-expansion",Phase 3 - Procure-to-Pay Expansion
Story,"MD1 — Item master CRUD (SKU, UoM, categories, specs)",,ESA-MD,MD1,"User can create, view, update, deactivate items.
SKU/item code must be unique within tenant.
Item supports UoM, category, and specs/attributes (key-value fields).
Item can be searched/filtered by name, SKU, category, active status.
Changes are audit logged (who/when/what).","master-data,md,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,MD2 — Tax codes + payment terms dictionary,,ESA-MD,MD2,"User can create/edit/deactivate tax codes with rate + label.
User can create/edit/deactivate payment terms (e.g., Net 30, due on receipt).
Tax codes and payment terms are selectable in PO/Invoice flows.
Deactivated values cannot be selected for new records but remain visible on historical
records.
Validation prevents invalid tax rates and duplicate codes.","master-data,md,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,MD3 — Supplier master finance fields (bank/tax/payment terms),,ESA-MD,MD3,"Supplier profile supports finance fields: tax ID, payment terms, bank details (where
required).
Finance fields are permission controlled (only finance/admin roles can edit).
Supplier can have default tax/payment settings used when drafting invoices/POs.
Changes are audit logged and visible in supplier history.
Required fields enforced based on supplier type/country rules (configurable).","master-data,md,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,MD4 — Import/export master data (CSV),,ESA-MD,MD4,"User can export items/suppliers/tax/terms to CSV.
User can import via CSV with validation + error report (row-level).
Import supports upsert (update existing by unique key, create otherwise).
System provides preview/summary before committing import.
Successful import is logged with counts: created/updated/failed.","master-data,md,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Epic,[CON] Contracts,ESA-CON,,,,"contracts,phase-3-procure-to-pay-expansion",Phase 3 - Procure-to-Pay Expansion
Story,CON1 — Contract repository (upload/version/link to supplier),,ESA-CON,CON1,"User can upload contracts and link them to a supplier (and optionally category/items).
Supports versioning: uploading a new version keeps previous versions accessible.
Contract metadata: contract number, start/end dates, status, key notes.
Contract files are permission controlled and tenant scoped.
Search/filter by supplier, status, expiry range, contract number.","con,contracts,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,CON2 — Contract expiry alerts + risk flags,,ESA-CON,CON2,"System triggers alerts for upcoming expiry (configurable windows e.g., 30/60/90 days).
Alerts appear in dashboard/notifications and include contract + supplier + expiry date.
Users can mark alerts as acknowledged or snoozed (logged).
Risk flags generated when: expired contracts, missing renewal, high supplier risk, or
missing required fields.
Audit trail exists for alert actions (acknowledge/snooze/renew started).","con,contracts,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,CON3 — Contract-to-PO enforcement checks (optional),,ESA-CON,CON3,"When enabled, system blocks or warns on PO creation if no valid contract exists for
supplier/category/items.
Enforcement mode configurable: Warn only or Block.
Copilot/workflows can surface the reason + suggested actions (link to contract
upload/renew).
Overrides require permission and capture justification.
All enforcement events are logged for audit.","con,contracts,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Epic,[POL] Policy & Rules Configuration (Admin),ESA-POL,,,,"phase-3-procure-to-pay-expansion,policy",Phase 3 - Procure-to-Pay Expansion
Story,POL1 — Approval policy rules editor (RFQ/PO/Invoice/Payment),,ESA-POL,POL1,"Configure thresholds, conditions, required approver roles, escalation rules.","phase-3-procure-to-pay-expansion,pol,policy,story",Phase 3 - Procure-to-Pay Expansion
Story,POL2 — 3-way match tolerances configuration,,ESA-POL,POL2,"Configure tolerances by company (and optionally by supplier/item/category): qty variance, unit
price variance, total variance, rounding rules.","phase-3-procure-to-pay-expansion,pol,policy,story",Phase 3 - Procure-to-Pay Expansion
Story,POL3 — Policy simulation / “what would happen” test,,ESA-POL,POL3,"Admin can test a hypothetical document against current rules and see the resulting
approvals/blocks.","phase-3-procure-to-pay-expansion,pol,policy,story",Phase 3 - Procure-to-Pay Expansion
Story,POL4 — Policy versioning + audit log,,ESA-POL,POL4,Every change to policies creates a new version and is fully auditable/exportable.,"phase-3-procure-to-pay-expansion,pol,policy,story",Phase 3 - Procure-to-Pay Expansion
Epic,[BIL] Billing & Subscriptions (Stripe),ESA-BIL,,,,"billing,phase-2-platform-and-ops",Phase 2 - Platform & Ops
Story,BIL1 — Choose plan & start subscription,,ESA-BIL,BIL1,"As a company owner, I can select a plan and start a paid subscription so my company can use
Elements Supply AI beyond trial.

Acceptance Criteria:
- Pricing/Plans page shows available plans (Starter/Growth/Enterprise) with key limits (RFQs/month, users, storage, AI features).
- “Get Started” / “Upgrade” button opens Stripe Checkout with correct plan + tenant ID.
- On successful payment, subscription + plan are stored against the company (Stripe customer + subscription IDs).
- Company status/plan immediately reflected in app (gates update without re-login).","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,BIL2 — Trial with payment method on file,,ESA-BIL,BIL2,"As a company owner, I can start a trial by entering a payment method so billing becomes
automatic when the trial ends.

Acceptance Criteria:
- Trial checkout requires valid card; trial end date stored on company record.
- Plan entitlements are active during trial.
- A background job or webhook updates subscription to “active” (paid) or “cancelled” at trial end.
- If trial is cancelled before end date, access downgrades to free/limited plan.","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,BIL3 — Billing portal & invoices,,ESA-BIL,BIL3,"As a company owner/finance user, I can manage my payment method and view invoices.

Acceptance Criteria:
- “Billing & Plan” page has “Manage billing” button that opens Stripe Billing Portal for the current tenant.
- Users can update card, view Stripe invoices, download them.
- No card details stored in application DB (only Stripe IDs + metadata).
- Access restricted to roles with billing permission (e.g., owner, finance_admin).","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,BIL4 — Plan upgrades & downgrades,,ESA-BIL,BIL4,"As a company owner, I can upgrade or downgrade my plan safely.

Acceptance Criteria:
- Upgrades apply immediately after Stripe confirmation (entitlements updated at once).
- Downgrades scheduled according to Stripe subscription rules; app continues higher entitlements until effective date.
- If plan downgrade would violate limits (e.g., more users than allowed), app surfaces clear guidance (who/what to change) rather than silently failing.
- All plan changes logged (who, from→to, when).","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,BIL5 — Failed payment grace period & read-only mode,,ESA-BIL,BIL5,"As the system, I protect data but control access when payments fail.

Acceptance Criteria:
- On invoice.payment_failed / subscription past_due, company is marked “grace_period” for X days.
- After grace period, app enters read-only for that tenant: core data visible but write actions (new RFQs, POs, etc.) are blocked with clear message.
- When payment is recovered, full access is restored automatically.
- Notifications go to owner + billing contacts when entering/exiting grace/read-only states.","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,BIL6 — Platform admin subscription overview,,ESA-BIL,BIL6,"As a super admin, I can see and adjust tenant subscriptions.

Acceptance Criteria:
- Admin console shows plan, Stripe subscription status, trial end, usage summary for each tenant.
- Super admin can apply manual overrides (extra RFQ limit, temporary extension, etc.) with reason captured.
- Changes are fully audit-logged.","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,BIL7 — Stripe webhook reliability + replay,,ESA-BIL,BIL7,"As the system, Stripe webhook processing is reliable and recoverable.

Acceptance Criteria:
- Idempotency enforced for all Stripe events.
- Failed webhook deliveries are stored with retry/backoff and a manual “replay” option (admin).
- Webhook processing is observable (logs/metrics).","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,BIL8 — Entitlement recompute job,,ESA-BIL,BIL8,"As the system, I can recompute tenant entitlements from source of truth.

Acceptance Criteria:
- Scheduled job re-syncs plan features/limits from Stripe + admin overrides.
- Fixes drift (e.g., webhook missed) without manual DB edits.
- Logged and visible in admin.","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,BIL9 — Supplier-first companies are exempt from plan selection & Stripe subscription,,ESA-BIL,BIL9,"As a Supplier-first company owner, I am not prompted to choose a plan or pay because suppliers can sign up for free.

Acceptance Criteria:
- Supplier-first companies never see plan selection prompts/modals during signup or onboarding.
- Billing/Plans UI is hidden or shows “Suppliers are free” message (no Checkout CTA).
- Stripe customer/subscription is not created for Supplier-first companies.
- Any plan/usage gating middleware treats Supplier-first companies as “free supplier tier” (no buyer subscription required).","bil,billing,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Epic,[UP] User Profile & Personal Settings,ESA-UP,,,,"phase-2-platform-and-ops,profile",Phase 2 - Platform & Ops
Story,"UP1 — Personal profile (name, avatar, contact)",,ESA-UP,UP1,"As a user, I can manage my own profile information.

Acceptance Criteria:
- “My Profile” page lets user change name, avatar, job title, phone.
- Validation on formats (file size/type, phone format).
- Changes affect avatar/name shown in navigation, comments, audit logs.
- Profile updates are audit-logged (who/when; old vs new not required).","phase-2-platform-and-ops,profile,story,up",Phase 2 - Platform & Ops
Story,UP2 — Personal timezone & locale,,ESA-UP,UP2,"As a user, I can choose my own timezone/locale so my dates and times make sense to me.

Acceptance Criteria:
- User can set timezone and optionally preferred date/number format.
- Defaults inherit from company settings (CL2) when user hasn’t set their own.
- UI and notification timestamps respect user settings wherever possible.
- If conflicting with company defaults, rules are clearly defined (e.g., reporting uses company, UI uses user).","phase-2-platform-and-ops,profile,story,up",Phase 2 - Platform & Ops
Story,UP3 — Personal notification preferences & digests,,ESA-UP,UP3,"As a user, I can choose how I receive notifications (in-app/email/digests).

Acceptance Criteria:
- “Notifications” tab under My Profile lets user toggle notification types (RFQ events, PO events, finance events, AI events, etc.) and channels (in-app, email, digest).
- Digest frequency options: none/daily/weekly; integrates with EPIC N (Notification Center).
- System respects these preferences when sending notifications (no hard-coded behaviour).
- Reasonable defaults applied for new users.","phase-2-platform-and-ops,profile,story,up",Phase 2 - Platform & Ops
Story,UP4 — Default organisation / remembered org,,ESA-UP,UP4,"As a user in multiple companies, I automatically land in the right org.

Acceptance Criteria:
- User can set a “default organisation” in profile or app remembers the last active company.
- On login, app uses that company as active unless overridden by deep link.
- If user is removed from that company, fallback to another membership with safe handling.","phase-2-platform-and-ops,profile,story,up",Phase 2 - Platform & Ops
Epic,[QLT] Quality Inspection & NCR,ESA-QLT,,,,"phase-3-procure-to-pay-expansion,quality",Phase 3 - Procure-to-Pay Expansion
Story,QLT1 — Record quality inspection on GRN,,ESA-QLT,QLT1,"As a buyer/quality user, I can record inspection results when goods are received.

Acceptance Criteria:
- GRN posting (FIN3) extended with inspection fields: accepted qty, rejected qty, defect type/category, notes, attachments (photos, reports).
- Validation prevents accepted + rejected > received qty.
- Inspection data is visible on GRN, PO, and item history.","phase-3-procure-to-pay-expansion,qlt,quality,story",Phase 3 - Procure-to-Pay Expansion
Story,QLT2 — Create Non-Conformance Report (NCR),,ESA-QLT,QLT2,"As a user, I can raise an NCR when received goods don’t meet requirements.

Acceptance Criteria:
- Button “Raise NCR” on GRN line when rejected qty > 0.
- NCR record includes supplier, item, PO/GRN refs, defect details, photos/docs, severity.
- NCR gets its own number and appears in a Quality/NCR list.","phase-3-procure-to-pay-expansion,qlt,quality,story",Phase 3 - Procure-to-Pay Expansion
Story,QLT3 — NCR workflow,,ESA-QLT,QLT3,"As the system, I guide NCRs through a clear lifecycle.

Acceptance Criteria:
- Statuses: raised → under_review → corrective_action → verified → closed.
- Only certain roles can move NCR forward; each transition requires comment.
- Timeline shows who changed what, and when.
- NCR closure optionally requires attaching CAPA docs (corrective/preventive actions).","phase-3-procure-to-pay-expansion,qlt,quality,story",Phase 3 - Procure-to-Pay Expansion
Story,QLT4 — NCR impact on supplier performance,,ESA-QLT,QLT4,"As the system, I feed NCRs into supplier performance and risk scoring.

Acceptance Criteria:
- NCR counts/severity are aggregated per supplier and surfaced in supplier performance reports (AN-ADV7/AI7 integration).
- Risk score updated when NCRs are added/closed.
- Supplier directory/quote compare shows a quality indicator derived from NCR history.","phase-3-procure-to-pay-expansion,qlt,quality,story",Phase 3 - Procure-to-Pay Expansion
Epic,[RMA] Returns & RMAs,ESA-RMA,,,,"phase-3-procure-to-pay-expansion,returns",Phase 3 - Procure-to-Pay Expansion
Story,RMA1 — Buyer raises RMA/return request,,ESA-RMA,RMA1,"As a buyer, I can raise a formal return request for goods that arrived damaged/incorrect.

Acceptance Criteria:
- From GRN/Order detail, user can “Create RMA” for specific lines/quantities.
- RMA records reason, photos, desired resolution (replacement, credit, rework, scrap).
- Initial status raised; linked to original PO/GRN.","phase-3-procure-to-pay-expansion,returns,rma,story",Phase 3 - Procure-to-Pay Expansion
Story,RMA2 — Supplier review & decision,,ESA-RMA,RMA2,"As a supplier, I can review RMAs and propose a resolution.

Acceptance Criteria:
- Supplier RMA list shows buyer, item, reason, qty.
- Status transitions: raised → under_review → approved → rejected → closed.
- Supplier can propose terms (who pays freight, replacement schedule, etc.).
- All decisions and changes are logged.","phase-3-procure-to-pay-expansion,returns,rma,story",Phase 3 - Procure-to-Pay Expansion
Story,RMA3 — Credit note or replacement linkage,,ESA-RMA,RMA3,"As the system, I connect RMAs to credit notes and replacement shipments.

Acceptance Criteria:
- Approved RMAs can:
- Create a credit note (FIN5) for rejected amount, or
- Trigger a replacement shipment (ORD2) with zero or discounted value.
- RMA detail shows related credit notes/shipments.
- Financial and inventory effects are consistent (no double-crediting).","phase-3-procure-to-pay-expansion,returns,rma,story",Phase 3 - Procure-to-Pay Expansion
Story,RMA4 — Visibility in orders & analytics,,ESA-RMA,RMA4,"As a buyer, I can see which orders had returns and why.

Acceptance Criteria:
- Orders/PO lists show “Has RMA” indicator and count.
- Analytics can filter by “orders with returns” to feed supplier performance/quality reports.","phase-3-procure-to-pay-expansion,returns,rma,story",Phase 3 - Procure-to-Pay Expansion
Epic,[RFP] Service & Project RFPs,ESA-RFP,,,,"phase-3-procure-to-pay-expansion,rfp",Phase 3 - Procure-to-Pay Expansion
